U,I
1.39,0.006318181818181817
1.3699999999999999,0.006227272727272727
1.41,0.0064090909090909086
1.4,0.006363636363636363
1.4,0.006363636363636363
1.42,0.006454545454545454
1.41,0.0064090909090909086
1.42,0.006454545454545454
1.4,0.006363636363636363
1.42,0.006454545454545454
1.41,0.0064090909090909086
1.41,0.0064090909090909086
1.43,0.0065
1.44,0.006545454545454545
1.45,0.006590909090909091
1.44,0.006545454545454545
1.42,0.006454545454545454
1.45,0.006590909090909091
1.44,0.006545454545454545
1.46,0.006636363636363636
1.46,0.006636363636363636
1.47,0.006681818181818182
1.45,0.006590909090909091
1.48,0.006727272727272728
1.48,0.006727272727272728
1.48,0.006727272727272728
1.48,0.006727272727272728
1.49,0.006772727272727272
1.46,0.006636363636363636
1.48,0.006727272727272728
1.49,0.006772727272727272
1.49,0.006772727272727272
1.49,0.006772727272727272
1.51,0.006863636363636363
1.51,0.006863636363636363
1.53,0.006954545454545455
1.51,0.006863636363636363
1.52,0.006909090909090909
1.52,0.006909090909090909
1.52,0.006909090909090909
1.53,0.006954545454545455
1.52,0.006909090909090909
1.53,0.006954545454545455
1.54,0.007
1.54,0.007
1.54,0.007
1.55,0.007045454545454546
1.56,0.007090909090909091
1.55,0.007045454545454546
1.56,0.007090909090909091
1.55,0.007045454545454546
1.6,0.007272727272727273
1.55,0.007045454545454546
1.58,0.0071818181818181824
1.58,0.0071818181818181824
1.58,0.0071818181818181824
1.58,0.0071818181818181824
1.58,0.0071818181818181824
1.59,0.007227272727272728
1.59,0.007227272727272728
1.6,0.007272727272727273
1.6,0.007272727272727273
1.6,0.007272727272727273
1.6,0.007272727272727273
1.61,0.007318181818181818
1.6199999999999999,0.007363636363636363
1.62,0.007363636363636364
1.61,0.007318181818181818
1.61,0.007318181818181818
1.6,0.007272727272727273
1.6199999999999999,0.007363636363636363
1.63,0.007409090909090909
1.63,0.007409090909090909
1.64,0.007454545454545454
1.5799999999999998,0.007181818181818181
1.64,0.007454545454545454
1.61,0.007318181818181818
1.64,0.007454545454545454
1.65,0.0075
1.64,0.007454545454545454
1.66,0.007545454545454545
1.65,0.0075
1.66,0.007545454545454545
1.66,0.007545454545454545
1.67,0.007590909090909091
1.67,0.007590909090909091
1.68,0.0076363636363636364
1.67,0.007590909090909091
1.67,0.007590909090909091
1.68,0.0076363636363636364
1.69,0.007681818181818181
1.69,0.007681818181818181
1.69,0.007681818181818181
1.7,0.007727272727272727
1.7,0.007727272727272727
1.7,0.007727272727272727
1.71,0.007772727272727272
1.71,0.007772727272727272
1.72,0.007818181818181818
1.72,0.007818181818181818
1.72,0.007818181818181818
1.73,0.007863636363636364
1.73,0.007863636363636364
1.74,0.007909090909090909
1.73,0.007863636363636364
1.74,0.007909090909090909
1.74,0.007909090909090909
1.75,0.007954545454545454
1.75,0.007954545454545454
1.74,0.007909090909090909
1.74,0.007909090909090909
1.76,0.008
1.76,0.008
1.75,0.007954545454545454
1.71,0.007772727272727272
1.77,0.008045454545454545
1.76,0.008
1.77,0.008045454545454545
1.76,0.008
1.79,0.008136363636363636
1.78,0.008090909090909091
1.79,0.008136363636363636
1.79,0.008136363636363636
1.8,0.008181818181818182
1.8,0.008181818181818182
1.77,0.008045454545454545
1.81,0.008227272727272727
1.8,0.008181818181818182
1.81,0.008227272727272727
1.81,0.008227272727272727
1.81,0.008227272727272727
1.82,0.008272727272727274
1.83,0.008318181818181818
1.83,0.008318181818181818
1.84,0.008363636363636365
1.84,0.008363636363636365
1.77,0.008045454545454545
1.83,0.008318181818181818
1.84,0.008363636363636365
1.84,0.008363636363636365
1.84,0.008363636363636365
1.85,0.00840909090909091
1.86,0.008454545454545454
1.85,0.00840909090909091
1.87,0.0085
1.88,0.008545454545454545
1.86,0.008454545454545454
1.88,0.008545454545454545
1.87,0.0085
1.88,0.008545454545454545
1.88,0.008545454545454545
1.9,0.008636363636363636
1.8299999999999998,0.008318181818181818
1.88,0.008545454545454545
1.89,0.00859090909090909
1.89,0.00859090909090909
1.9,0.008636363636363636
1.9,0.008636363636363636
1.91,0.008681818181818181
1.9,0.008636363636363636
1.92,0.008727272727272728
1.92,0.008727272727272728
1.91,0.008681818181818181
1.93,0.008772727272727272
1.94,0.008818181818181819
1.93,0.008772727272727272
1.94,0.008818181818181819
1.95,0.008863636363636363
1.95,0.008863636363636363
1.93,0.008772727272727272
1.94,0.008818181818181819
1.95,0.008863636363636363
1.95,0.008863636363636363
1.96,0.008909090909090908
1.96,0.008909090909090908
1.96,0.008909090909090908
1.96,0.008909090909090908
1.97,0.008954545454545455
1.97,0.008954545454545455
1.91,0.008681818181818181
1.94,0.008818181818181819
1.97,0.008954545454545455
1.99,0.009045454545454546
2.0100000000000002,0.009136363636363637
1.98,0.009
2.0,0.00909090909090909
2.0,0.00909090909090909
2.01,0.009136363636363635
2.0,0.00909090909090909
2.01,0.009136363636363635
2.01,0.009136363636363635
2.02,0.009181818181818182
2.02,0.009181818181818182
2.0100000000000002,0.009136363636363637
2.03,0.009227272727272726
2.02,0.009181818181818182
2.02,0.009181818181818182
2.03,0.009227272727272726
2.04,0.009272727272727273
2.04,0.009272727272727273
2.04,0.009272727272727273
2.05,0.009318181818181817
2.01,0.009136363636363635
2.03,0.009227272727272726
2.04,0.009272727272727273
2.04,0.009272727272727273
2.04,0.009272727272727273
2.07,0.009409090909090909
2.07,0.009409090909090909
2.07,0.009409090909090909
2.07,0.009409090909090909
2.09,0.0095
2.08,0.009454545454545455
2.08,0.009454545454545455
2.14,0.009727272727272729
2.06,0.009363636363636364
2.09,0.0095
2.1,0.009545454545454546
2.1,0.009545454545454546
2.1,0.009545454545454546
2.08,0.009454545454545455
2.09,0.0095
2.11,0.009590909090909091
2.1100000000000003,0.009590909090909093
2.1,0.009545454545454546
2.1100000000000003,0.009590909090909093
2.12,0.009636363636363637
2.13,0.009681818181818182
2.13,0.009681818181818182
2.13,0.009681818181818182
2.15,0.009772727272727271
2.14,0.009727272727272729
2.15,0.009772727272727271
2.15,0.009772727272727271
2.15,0.009772727272727271
2.14,0.009727272727272729
2.15,0.009772727272727271
2.16,0.00981818181818182
2.16,0.00981818181818182
2.17,0.009863636363636363
2.16,0.00981818181818182
2.16,0.00981818181818182
2.15,0.009772727272727271
2.18,0.009909090909090909
2.18,0.009909090909090909
2.17,0.009863636363636363
2.17,0.009863636363636363
2.19,0.009954545454545454
2.2,0.01
2.19,0.009954545454545454
2.2,0.01
2.1900000000000004,0.009954545454545456
2.2,0.01
2.21,0.010045454545454545
2.21,0.010045454545454545
2.21,0.010045454545454545
2.22,0.010090909090909091
2.23,0.010136363636363636
2.24,0.010181818181818183
2.2100000000000004,0.010045454545454547
2.22,0.010090909090909091
2.25,0.010227272727272727
2.24,0.010181818181818183
2.25,0.010227272727272727
2.25,0.010227272727272727
2.25,0.010227272727272727
2.24,0.010181818181818183
2.25,0.010227272727272727
2.25,0.010227272727272727
2.31,0.0105
2.26,0.010272727272727272
2.25,0.010227272727272727
2.27,0.010318181818181818
2.27,0.010318181818181818
2.27,0.010318181818181818
2.23,0.010136363636363636
2.29,0.01040909090909091
2.29,0.01040909090909091
2.3,0.010454545454545454
2.29,0.01040909090909091
2.3,0.010454545454545454
2.3,0.010454545454545454
2.31,0.0105
2.3,0.010454545454545454
2.32,0.010545454545454545
2.32,0.010545454545454545
2.3000000000000003,0.010454545454545456
2.33,0.010590909090909092
2.33,0.010590909090909092
2.33,0.010590909090909092
2.31,0.0105
2.34,0.010636363636363637
2.33,0.010590909090909092
2.34,0.010636363636363637
2.3200000000000003,0.010545454545454547
2.3200000000000003,0.010545454545454547
2.3200000000000003,0.010545454545454547
2.3400000000000003,0.010636363636363638
2.33,0.010590909090909092
2.3400000000000003,0.010636363636363638
2.35,0.010681818181818183
2.35,0.010681818181818183
2.38,0.010818181818181817
2.3400000000000003,0.010636363636363638
2.37,0.010772727272727272
2.3600000000000003,0.01072727272727273
2.37,0.010772727272727272
2.33,0.010590909090909092
2.37,0.010772727272727272
2.3800000000000003,0.01081818181818182
2.37,0.010772727272727272
2.3800000000000003,0.01081818181818182
2.39,0.010863636363636364
2.39,0.010863636363636364
2.37,0.010772727272727272
2.38,0.010818181818181817
2.4000000000000004,0.01090909090909091
2.4,0.010909090909090908
2.4,0.010909090909090908
2.4000000000000004,0.01090909090909091
2.4000000000000004,0.01090909090909091
2.4,0.010909090909090908
2.41,0.010954545454545455
2.4000000000000004,0.01090909090909091
2.41,0.010954545454545455
2.4200000000000004,0.011000000000000001
2.4200000000000004,0.011000000000000001
2.41,0.010954545454545455
2.4,0.010909090909090908
2.41,0.010954545454545455
2.42,0.011
2.4699999999999998,0.011227272727272726
2.41,0.010954545454545455
2.4200000000000004,0.011000000000000001
2.4200000000000004,0.011000000000000001
2.4200000000000004,0.011000000000000001
2.43,0.011045454545454546
2.43,0.011045454545454546
2.43,0.011045454545454546
2.4400000000000004,0.011090909090909092
2.43,0.011045454545454546
2.37,0.010772727272727272
2.43,0.011045454545454546
2.4200000000000004,0.011000000000000001
2.44,0.01109090909090909
2.4699999999999998,0.011227272727272726
2.43,0.011045454545454546
2.4299999999999997,0.011045454545454544
2.44,0.01109090909090909
2.44,0.01109090909090909
2.4499999999999997,0.011136363636363635
2.4499999999999997,0.011136363636363635
2.4499999999999997,0.011136363636363635
2.4499999999999997,0.011136363636363635
2.44,0.01109090909090909
2.45,0.011136363636363637
2.5100000000000002,0.01140909090909091
2.44,0.01109090909090909
2.44,0.01109090909090909
2.4499999999999997,0.011136363636363635
2.4499999999999997,0.011136363636363635
2.4499999999999997,0.011136363636363635
2.44,0.01109090909090909
2.45,0.011136363636363637
2.45,0.011136363636363637
2.45,0.011136363636363637
2.46,0.011181818181818182
2.46,0.011181818181818182
2.46,0.011181818181818182
2.4499999999999997,0.011136363636363635
2.45,0.011136363636363637
2.45,0.011136363636363637
2.44,0.01109090909090909
2.4499999999999997,0.011136363636363635
2.4499999999999997,0.011136363636363635
2.52,0.011454545454545455
2.47,0.011227272727272728
2.4299999999999997,0.011045454545454544
2.4699999999999998,0.011227272727272726
2.4699999999999998,0.011227272727272726
2.48,0.011272727272727273
2.48,0.011272727272727273
2.4699999999999998,0.011227272727272726
2.46,0.011181818181818182
2.46,0.011181818181818182
2.5,0.011363636363636364
2.52,0.011454545454545455
2.51,0.011409090909090909
2.48,0.011272727272727273
2.47,0.011227272727272728
2.46,0.011181818181818182
2.4699999999999998,0.011227272727272726
2.48,0.011272727272727273
2.49,0.01131818181818182
2.4699999999999998,0.011227272727272726
2.47,0.011227272727272728
2.47,0.011227272727272728
2.48,0.011272727272727273
2.4699999999999998,0.011227272727272726
2.4699999999999998,0.011227272727272726
2.4699999999999998,0.011227272727272726
2.53,0.0115
2.48,0.011272727272727273
2.4899999999999998,0.011318181818181818
2.4699999999999998,0.011227272727272726
2.49,0.01131818181818182
2.4899999999999998,0.011318181818181818
2.48,0.011272727272727273
2.48,0.011272727272727273
2.4899999999999998,0.011318181818181818
2.4699999999999998,0.011227272727272726
2.48,0.011272727272727273
2.4800000000000004,0.011272727272727275
2.48,0.011272727272727273
2.4699999999999998,0.011227272727272726
2.4699999999999998,0.011227272727272726
2.49,0.01131818181818182
2.48,0.011272727272727273
2.49,0.01131818181818182
2.57,0.01168181818181818
2.48,0.011272727272727273
2.49,0.01131818181818182
2.5,0.011363636363636364
2.51,0.011409090909090909
2.5,0.011363636363636364
2.5,0.011363636363636364
2.5,0.011363636363636364
2.5,0.011363636363636364
2.5,0.011363636363636364
2.4799999999999995,0.011272727272727271
2.4899999999999998,0.011318181818181818
2.49,0.01131818181818182
2.4899999999999998,0.011318181818181818
2.51,0.011409090909090909
2.4899999999999998,0.011318181818181818
2.5,0.011363636363636364
2.5,0.011363636363636364
2.5,0.011363636363636364
2.49,0.01131818181818182
2.4400000000000004,0.011090909090909092
2.45,0.011136363636363637
2.54,0.011545454545454546
2.5,0.011363636363636364
2.51,0.011409090909090909
2.4899999999999998,0.011318181818181818
2.56,0.011636363636363637
2.6199999999999997,0.011909090909090907
2.4899999999999998,0.011318181818181818
2.5100000000000002,0.01140909090909091
2.4499999999999997,0.011136363636363635
2.46,0.011181818181818182
2.5,0.011363636363636364
2.5,0.011363636363636364
2.5,0.011363636363636364
2.5100000000000002,0.01140909090909091
2.5,0.011363636363636364
2.5100000000000002,0.01140909090909091
2.51,0.011409090909090909
2.5,0.011363636363636364
2.5,0.011363636363636364
2.5,0.011363636363636364
2.51,0.011409090909090909
2.52,0.011454545454545455
2.5100000000000002,0.01140909090909091
2.5100000000000002,0.01140909090909091
2.5,0.011363636363636364
2.51,0.011409090909090909
2.51,0.011409090909090909
2.5100000000000002,0.01140909090909091
2.51,0.011409090909090909
2.44,0.01109090909090909
2.52,0.011454545454545455
2.54,0.011545454545454546
2.51,0.011409090909090909
2.5,0.011363636363636364
2.52,0.011454545454545455
2.5,0.011363636363636364
2.5300000000000002,0.011500000000000002
2.5,0.011363636363636364
2.5300000000000002,0.011500000000000002
2.51,0.011409090909090909
2.5,0.011363636363636364
2.58,0.011727272727272727
2.4699999999999998,0.011227272727272726
2.5100000000000002,0.01140909090909091
2.5100000000000002,0.01140909090909091
2.56,0.011636363636363637
2.52,0.011454545454545455
2.5,0.011363636363636364
2.52,0.011454545454545455
2.53,0.0115
2.52,0.011454545454545455
2.52,0.011454545454545455
2.52,0.011454545454545455
2.52,0.011454545454545455
2.52,0.011454545454545455
2.52,0.011454545454545455
2.52,0.011454545454545455
2.5,0.011363636363636364
2.52,0.011454545454545455
2.52,0.011454545454545455
2.55,0.011590909090909091
2.48,0.011272727272727273
2.49,0.01131818181818182
2.51,0.011409090909090909
2.59,0.011772727272727272
2.55,0.011590909090909091
2.52,0.011454545454545455
2.54,0.011545454545454546
2.5199999999999996,0.011454545454545453
2.5300000000000002,0.011500000000000002
2.5199999999999996,0.011454545454545453
2.5300000000000002,0.011500000000000002
2.45,0.011136363636363637
2.55,0.011590909090909091
2.54,0.011545454545454546
2.53,0.0115
2.54,0.011545454545454546
2.51,0.011409090909090909
2.56,0.011636363636363637
2.51,0.011409090909090909
2.5300000000000002,0.011500000000000002
2.54,0.011545454545454546
2.53,0.0115
2.53,0.0115
2.55,0.011590909090909091
2.5,0.011363636363636364
2.54,0.011545454545454546
2.52,0.011454545454545455
2.53,0.0115
2.5300000000000002,0.011500000000000002
2.53,0.0115
2.5300000000000002,0.011500000000000002
2.5199999999999996,0.011454545454545453
2.5300000000000002,0.011500000000000002
2.54,0.011545454545454546
2.5199999999999996,0.011454545454545453
2.54,0.011545454545454546
2.5199999999999996,0.011454545454545453
2.5199999999999996,0.011454545454545453
2.5300000000000002,0.011500000000000002
2.45,0.011136363636363637
2.54,0.011545454545454546
2.52,0.011454545454545455
2.53,0.0115
2.5199999999999996,0.011454545454545453
2.5300000000000002,0.011500000000000002
2.5199999999999996,0.011454545454545453
2.5300000000000002,0.011500000000000002
2.5300000000000002,0.011500000000000002
2.5199999999999996,0.011454545454545453
2.5300000000000002,0.011500000000000002
2.53,0.0115
2.5199999999999996,0.011454545454545453
2.5199999999999996,0.011454545454545453
2.54,0.011545454545454546
2.5300000000000002,0.011500000000000002
2.5199999999999996,0.011454545454545453
2.5300000000000002,0.011500000000000002
2.54,0.011545454545454546
2.53,0.0115
2.5300000000000002,0.011500000000000002
2.55,0.011590909090909091
2.5300000000000002,0.011500000000000002
2.5300000000000002,0.011500000000000002
2.5199999999999996,0.011454545454545453
2.5300000000000002,0.011500000000000002
2.5300000000000002,0.011500000000000002
2.53,0.0115
2.5300000000000002,0.011500000000000002
2.5199999999999996,0.011454545454545453
2.56,0.011636363636363637
2.5199999999999996,0.011454545454545453
2.54,0.011545454545454546
2.5199999999999996,0.011454545454545453
2.5199999999999996,0.011454545454545453
2.54,0.011545454545454546
2.54,0.011545454545454546
2.54,0.011545454545454546
2.5199999999999996,0.011454545454545453
2.52,0.011454545454545455
2.54,0.011545454545454546
2.53,0.0115
2.5300000000000002,0.011500000000000002
2.5300000000000002,0.011500000000000002
2.5300000000000002,0.011500000000000002
2.5300000000000002,0.011500000000000002
